Weight_Density,Charge_Cycle,Charge_Description,Charge_ID,Contract_Start_Date,SK_Contract_Start_Date,SK_Charge,Price,SOURCE_SYSTEM,Contract_Stop_Date,Contract_Type,Charge_Waste_Code,Charge_Waste_Code_Description,Is_Contracted,Units,Is_Deleted,Deletion_Date,Charge_Frequency
NULL,R,Clear 6.0M Bin (LO),CH214890,2016-10-01 00:00:00.0000000,20161001,715591,390.340,VRP,2017-09-30 00:00:00.0000000,N,NULL,NULL,0,1.000,0,NULL,REQ
NULL,W,Rent 3.0M Bin,CH249175,2021-07-28 00:00:00.0000000,20210728,1479796,1.000,VRP,2024-07-28 00:00:00.0000000,S3,NULL,NULL,0,1.000,0,2021-11-15 01:51:51.6720000,NULL
C20,1,Clear 240LT Recycle Cart,CH271656,2018-12-11 00:00:00.0000000,20181211,797460,10.890,VRP,2020-12-11 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,11
C100,1,Clear 240LT Cart,CH66791,2020-07-31 00:00:00.0000000,20200731,463769,19.280,VRP,2023-08-31 00:00:00.0000000,SN,60,General Dry Waste only,1,1.000,0,NULL,11
C80,R,Clear 3.0M Bin,CH65844,2020-08-01 00:00:00.0000000,20200801,458318,104.700,VRP,2022-08-01 00:00:00.0000000,R2,60,General Dry Waste only,1,2.000,0,NULL,NULL
NULL,R,Tip P/M3 6.0M Bin (LO),CH214892,2016-10-01 00:00:00.0000000,20161001,749707,0.000,VRP,2017-09-30 00:00:00.0000000,N,NULL,NULL,0,6.000,0,NULL,REQ
E80,R,Clear 3.0M Bin,CH476550,2018-08-01 00:00:00.0000000,20180801,575730,115.050,VRP,2019-07-31 00:00:00.0000000,N,NULL,NULL,0,1.000,0,NULL,REQ
E209,2,Clear 3.0M Bin,CH80116,2016-06-07 00:00:00.0000000,20160607,621527,122.740,VRP,2017-06-07 00:00:00.0000000,R1,NULL,NULL,0,1.000,0,NULL,22
E110,2,Clear Customer 3.0M Bin,CH204995,2019-01-21 00:00:00.0000000,20190121,562058,81.300,VRP,2050-12-31 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,22
AA7BABBA2D,1,Clear 3.0M Recycle Bin,CH195473,2020-03-01 00:00:00.0000000,20200301,218030,7.680,VRP,2022-03-01 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
C50,2,Clear 240LT PapRec NilChg,CH215664,2020-01-01 00:00:00.0000000,20200101,820168,0.000,VRP,2022-12-31 00:00:00.0000000,D,11,Paper Recycle,1,4.000,0,NULL,22
NULL,4,Service Manual Sanipod,CH241171,2021-06-09 00:00:00.0000000,20210609,884273,13.100,VRP,2024-06-09 00:00:00.0000000,S3,NULL,NULL,1,1.000,0,2021-11-15 01:51:51.6720000,42
NULL,W,Rent 3.0M Bin,CH26768,2015-02-03 00:00:00.0000000,20150203,514588,8.500,VRP,2017-02-03 00:00:00.0000000,R2,NULL,NULL,0,1.000,0,NULL,NULL
NULL,2,Bin Liners,CH235146,2019-09-01 00:00:00.0000000,20190901,227950,0.000,VRP,2021-08-31 00:00:00.0000000,D,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
DADDAEFAAL,M,Rent Monthly 30M Bin,CH262349,2019-09-01 00:00:00.0000000,20190901,257723,89.600,VRP,2022-08-31 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,NULL
NULL,1,Clear 3.0M Rec Nil Charge,CH227609,2016-12-08 00:00:00.0000000,NULL,654858,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C50,1,Clear 1.5M Recycle Bin,CH5919,2005-01-03 00:00:00.0000000,20050103,465021,12.980,VRP,2008-12-30 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,11
NULL,4,Service Manual Sanipod,CH23922,2017-03-15 00:00:00.0000000,20170315,264353,28.140,VRP,2020-03-15 00:00:00.0000000,RN,NULL,NULL,0,5.000,0,NULL,42
E80,1,Clear 1.5M Bin,CH181047,2019-11-01 00:00:00.0000000,20191101,197579,45.850,VRP,2020-06-01 00:00:00.0000000,X,NULL,NULL,0,4.000,0,NULL,11
NULL,1,Rebate for Plastic,CH186289,2020-01-01 00:00:00.0000000,20200101,637294,0.000,VRP,2022-12-31 00:00:00.0000000,D,20,Plastic-LDPE Recycle,1,1.000,0,NULL,11
DADDAEVBVL,R,Clear 30M Bin,CH262348,2019-09-01 00:00:00.0000000,20190901,153218,224.280,VRP,2022-08-31 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,REQ
U175,R,Clear 1.5M Bin,CH118683,2019-03-15 00:00:00.0000000,20190315,497089,106.500,VRP,2022-04-14 00:00:00.0000000,SN,NULL,NULL,1,1.000,0,NULL,REQ
c80,1,Clear 1100LT Cart,CH200173,2020-05-05 00:00:00.0000000,20200505,263552,32.510,VRP,2023-05-04 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
ACYCAEBASM,1,Clear 660LT Cart,CH529123,2021-05-01 00:00:00.0000000,20210501,1398066,16.400,VRP,2025-04-30 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
C80,1,Clear 1.1M Bin,CH274554,2020-09-24 00:00:00.0000000,20200924,824498,23.700,VRP,2022-07-31 00:00:00.0000000,D,60,General Dry Waste only,1,1.000,1,2021-09-14 19:53:37.0650000,NULL
NULL,R,Clear Customer 3.0M Recyc,CH139434,2019-07-01 00:00:00.0000000,NULL,409636,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C80,1,Clear 660LT Cart,CH54181,2018-04-26 00:00:00.0000000,20180426,588672,29.730,VRP,2021-04-26 00:00:00.0000000,SN,NULL,NULL,0,3.000,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Tip P/M3 8.0M Bin (LO),CH525842,2021-02-17 00:00:00.0000000,20210217,886461,0.000,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,1,Clear Cust 31M Recyc Pack,CH132168,2020-01-01 00:00:00.0000000,20200101,288475,0.000,VRP,2022-12-31 00:00:00.0000000,D,20,Plastic-LDPE Recycle,1,1.000,0,NULL,11
E25,1,Clear 360LT Rec Nil Chg,CH184313,2017-06-30 00:00:00.0000000,20170630,496540,0.000,VRP,2050-06-30 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
NULL,R,Clear 3.0M Skip Bin,CH253695,2021-10-01 00:00:00.0000000,20211001,1518119,275.000,VRP,2022-01-01 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
NULL,M,Mth Charge 240LT Co-Ming,CH235811,2018-09-01 00:00:00.0000000,20180901,1473146,0.000,VRP,2023-06-30 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,NULL
NULL,R,Clear 11M Bin (HL),CH239462,2021-10-05 00:00:00.0000000,20211005,1522319,360.000,VRP,2050-12-31 00:00:00.0000000,T,NULL,NULL,0,1.000,1,2021-11-15 01:51:51.6720000,REQ
NULL,R,Tip P/Tonne 15M Bin (HL),CH126373,2019-11-01 00:00:00.0000000,20191101,802457,262.830,VRP,2020-10-31 00:00:00.0000000,X,NULL,NULL,0,1.000,0,NULL,REQ
NULL,1,Tip P/Tonne 23M Packer,CH466557,2021-05-02 00:00:00.0000000,20210502,456022,171.340,VRP,2022-05-02 00:00:00.0000000,R1,NULL,NULL,1,1.000,0,NULL,11
NULL,R,Clear 6.0M Skip Bin,CH252306,2021-09-28 00:00:00.0000000,20210928,1517331,601.630,VRP,2021-12-28 00:00:00.0000000,T,NULL,NULL,0,1.000,1,2021-10-05 18:59:25.0940000,REQ
NULL,R,Clear 240LT Conf Cart,CH128567,2014-07-01 00:00:00.0000000,20140701,757553,25.210,VRP,2019-07-01 00:00:00.0000000,D,NULL,NULL,0,2.000,0,NULL,REQ
E80,1,Clear 240LT Cart,CH7200,2019-01-14 00:00:00.0000000,20190114,642956,20.270,VRP,2022-01-14 00:00:00.0000000,R3,NULL,NULL,1,2.000,0,NULL,11
C20,2,Clear 240LT Co-Mingle Car,CH68407,2021-08-17 00:00:00.0000000,20210817,1491117,18.180,VRP,2024-08-17 00:00:00.0000000,SN,30,Comingle Recycle,1,1.000,0,NULL,21
NULL,W,Rent 6.0M Bin (HL),CH117343,2017-09-13 00:00:00.0000000,20170913,477454,15.000,VRP,2020-08-30 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,NULL
NULL,W,Rent 4.5M Bin,CH78179,2015-04-27 00:00:00.0000000,20150427,712454,8.000,VRP,2018-04-27 00:00:00.0000000,S3,NULL,NULL,0,1.000,0,NULL,NULL
E25,1,Clear 240LT Rec Nil Chg,CH210855,2018-12-12 00:00:00.0000000,20181212,749994,0.000,VRP,2050-06-30 00:00:00.0000000,D,NULL,NULL,1,3.000,0,NULL,11
ABLBAECA2H,1,Clear 3.0M Bin,CH115962,2015-12-08 00:00:00.0000000,20151208,759308,66.840,VRP,2020-12-07 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,11
C80,1,Clear 1100LT Cart,CH297424,2020-07-01 00:00:00.0000000,20200701,663006,43.040,VRP,2022-06-30 00:00:00.0000000,R2,NULL,NULL,1,2.000,0,NULL,11
C40,R,Clear 3.0M Recycle Bin,CH158268,2020-10-30 00:00:00.0000000,20201030,789345,25.000,VRP,2024-10-30 00:00:00.0000000,R4,NULL,NULL,1,1.000,0,NULL,REQ
U131,3,Clear 1.5M Bin,CH130643,2020-06-12 00:00:00.0000000,20200612,534545,68.580,VRP,2022-06-11 00:00:00.0000000,SN,NULL,NULL,1,1.000,0,NULL,NULL
NULL,R,Tip P/Tonne 4.0M Skip Bin,CH256261,2019-06-28 00:00:00.0000000,NULL,157816,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
E40,1,Clear 3.0M Recycle Bin,CH122076,2019-10-01 00:00:00.0000000,20191001,504312,16.280,VRP,2020-09-30 00:00:00.0000000,X,NULL,NULL,0,1.000,0,NULL,11
NULL,R,Clear Customer 6.0M Recyc,CH269032,2019-07-01 00:00:00.0000000,20190701,359915,18.600,VRP,2022-07-31 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,REQ
C80,2,Clear 3.0M Bin,CH29108,2020-04-27 00:00:00.0000000,20200427,535304,67.800,VRP,2022-04-27 00:00:00.0000000,R2,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Tip P/Tonne 15M Bin (HL),CH223969,2020-10-19 00:00:00.0000000,NULL,832873,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,W,Rent 1.5M Bin,CH118684,2019-03-15 00:00:00.0000000,20190315,491784,2.000,VRP,2022-04-14 00:00:00.0000000,SN,NULL,NULL,0,1.000,0,NULL,NULL
NULL,R,Clear 240LT Conf Cart,CH292905,2020-03-09 00:00:00.0000000,20200309,488584,18.900,VRP,2023-03-08 00:00:00.0000000,D,NULL,NULL,1,8.000,0,NULL,REQ
E88,3,Clear 2.0M Bin,CH62097,2019-01-10 00:00:00.0000000,20190110,572828,66.960,VRP,2021-01-09 00:00:00.0000000,SN,NULL,NULL,0,1.000,0,NULL,32
NULL,1,Levy Environmental Permit,CH212271,2019-11-18 00:00:00.0000000,20191118,498099,52.500,VRP,2020-11-17 00:00:00.0000000,N,NULL,NULL,0,1.000,0,NULL,11
NULL,R,Clear 23M Bin (HL),CH318727,2021-06-25 00:00:00.0000000,20210625,1447141,380.000,VRP,2022-06-25 00:00:00.0000000,T,NULL,NULL,0,1.000,1,2021-10-24 08:41:45.6420000,REQ
NULL,R,Sundry Item,CH470842,2021-05-02 00:00:00.0000000,20210502,689818,98.030,VRP,2022-05-02 00:00:00.0000000,R1,NULL,NULL,0,1.000,0,NULL,NULL
C80,1,Clear 660LT Cart,CH279918,2019-07-01 00:00:00.0000000,20190701,740128,29.980,VRP,2022-07-01 00:00:00.0000000,S3,NULL,NULL,1,1.000,0,NULL,11
C60,4,Clear 3.0M Bin,CH233123,2021-05-04 00:00:00.0000000,20210504,1414272,64.440,VRP,2025-05-04 00:00:00.0000000,S4,NULL,NULL,1,1.000,0,NULL,41
NULL,R,Clear 15M Recyc Nil Chg,CH139850,2021-09-28 00:00:00.0000000,20210928,1518446,0.000,VRP,2021-10-28 00:00:00.0000000,T,10,Cardboard Recycle,0,1.000,0,NULL,REQ
C100,4,Clear 1.5M Bin,CH91712,2017-10-11 00:00:00.0000000,20171011,791092,70.210,VRP,2019-10-11 00:00:00.0000000,R2,NULL,NULL,0,1.000,0,NULL,41
NULL,12,Levy Environmental Permit,CH125420,2019-10-01 00:00:00.0000000,20191001,793528,10.400,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C100,2,Clear 1.5M Bin,CH217465,2021-02-24 00:00:00.0000000,20210224,900457,69.360,VRP,2024-02-24 00:00:00.0000000,S3,NULL,NULL,1,1.000,0,NULL,21
C100,1,Clear 3.0M Bin,CH215327,2016-10-21 00:00:00.0000000,NULL,818654,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Clear 6.0M Skip Bin,CH221627,2020-11-10 00:00:00.0000000,20201110,845071,599.320,VRP,2021-11-10 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
NULL,R,Clear 120LT Clinical Bin,CH150015,2018-09-03 00:00:00.0000000,20180903,59264,57.240,VRP,2021-09-02 00:00:00.0000000,SN,NULL,NULL,0,1.000,0,NULL,REQ
c60,R,Clear 3.0M Co-Mingle Bin,CH207916,2020-01-01 00:00:00.0000000,20200101,646434,102.850,VRP,2023-01-01 00:00:00.0000000,R3,NULL,NULL,1,1.000,0,NULL,REQ
NULL,W,Rent 15M Bin,CH139660,2018-02-06 00:00:00.0000000,20180206,211271,40.000,VRP,2019-02-06 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,NULL
NULL,R,Clear 240LT Clinic Nil Fe,CH226641,2020-01-01 00:00:00.0000000,20200101,870057,0.000,VRP,2022-12-31 00:00:00.0000000,D,R001,Medical Waste,1,12.000,1,2021-11-15 01:51:51.6720000,REQ
NULL,R,Clear 12M Skip Bin,CH253379,2018-04-24 00:00:00.0000000,20180424,378011,362.000,VRP,2021-03-02 00:00:00.0000000,N,NULL,NULL,0,1.000,0,NULL,REQ
NULL,M,Rent Monthly 3.0M Bin,CH501264,2019-12-01 00:00:00.0000000,20191201,640012,17.330,VRP,2020-11-30 00:00:00.0000000,X,NULL,NULL,0,1.000,0,NULL,NULL
NULL,1,Clear Cust 38M Recyc Pack,CH132171,2020-01-01 00:00:00.0000000,20200101,113609,0.000,VRP,2022-12-31 00:00:00.0000000,D,10,Cardboard Recycle,1,1.000,0,NULL,11
NULL,R,Tip P/Tonne 15M Bin (HL),CH126370,2019-11-01 00:00:00.0000000,20191101,470221,262.830,VRP,2020-10-31 00:00:00.0000000,X,NULL,NULL,0,1.000,0,NULL,REQ
NULL,M,Rent Monthly 1.5M Tippler,CH32037,2021-06-08 00:00:00.0000000,20210608,177409,50.000,VRP,2024-06-07 00:00:00.0000000,SN,NULL,NULL,0,2.000,0,NULL,NULL
C80,1,Clear 1100LT Cart,CH274758,2019-03-05 00:00:00.0000000,20190305,490337,83.010,VRP,2021-03-05 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,11
C100,1,Clear 1.1M Bin,CH289962,2015-12-01 00:00:00.0000000,20151201,1449224,32.250,VRP,2017-05-30 00:00:00.0000000,D,60,General Dry Waste only,0,1.000,1,2021-11-15 01:51:51.6720000,11
NULL,W,Rent 3.0M Bin,CH56208,2021-10-01 00:00:00.0000000,20211001,658909,3.000,VRP,2023-10-01 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,NULL
C80,1,Clear 3.0M Recycle Bin,CH274760,2019-03-05 00:00:00.0000000,20190305,502886,26.460,VRP,2021-03-05 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,11
E80,2,Clear 240LT Cart,CH180040,2017-07-26 00:00:00.0000000,20170726,601189,14.400,VRP,2020-08-26 00:00:00.0000000,SN,NULL,NULL,0,1.000,0,NULL,22
C60,R,Clear 1.5M Bin,CH245660,2021-05-17 00:00:00.0000000,20210517,1415207,63.900,VRP,2024-05-17 00:00:00.0000000,S3,NULL,NULL,1,1.000,0,NULL,REQ
NULL,Y00,12 Mth Rent 1.5M Bin,CH80797,2021-10-06 00:00:00.0000000,20211006,569756,0.000,VRP,2025-10-06 00:00:00.0000000,R4,NULL,NULL,0,1.000,0,NULL,NULL
E25,1,Clear 240LT Rec Nil Chg,CH210856,2018-12-12 00:00:00.0000000,20181212,594703,0.000,VRP,2050-06-30 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
NULL,R,Clear 6.0M Bin (LO),CH137479,2021-06-24 00:00:00.0000000,20210624,1446232,250.000,VRP,2021-07-23 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
NULL,Y00,12 Mth Rent 1100LT Co-Min,CH127117,2020-08-01 00:00:00.0000000,20200801,290710,0.000,VRP,2022-06-30 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,NULL
C50,1,Clear 240LT Co-Mingle Nil,CH215630,2020-01-01 00:00:00.0000000,20200101,819407,0.000,VRP,2022-12-31 00:00:00.0000000,D,30,Comingle Recycle,1,4.000,0,NULL,11
E60,4,Cont Clear 240LT Co-Mingl,CH215440,2021-07-01 00:00:00.0000000,20210701,503806,0.000,VRP,2022-06-30 00:00:00.0000000,SO,NULL,NULL,1,1.000,0,NULL,41
C35,1,Clear 1100LT Recyc Nil Fe,CH229298,2020-01-01 00:00:00.0000000,20200101,259833,0.000,VRP,2022-12-31 00:00:00.0000000,D,10,Cardboard Recycle,1,1.000,0,NULL,11
E126,1,Clear 4.5M Bin,CH54742,2020-05-01 00:00:00.0000000,20200501,752286,107.040,VRP,2023-04-30 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
KMTSV00093,R,Tip P/Tonne 15M Bin,CH174531,2019-11-01 00:00:00.0000000,20191101,338428,166.990,VRP,2020-06-01 00:00:00.0000000,X,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C14,1,Cont Clear 240LT Co-Mingl,CH207535,2018-09-01 00:00:00.0000000,20180901,494746,0.000,VRP,2023-06-30 00:00:00.0000000,D,NULL,NULL,1,2.000,0,NULL,11
E25,2,Clear Cardboard Bale,CH236487,2020-10-26 00:00:00.0000000,20201026,840612,12.200,VRP,2023-10-26 00:00:00.0000000,S3,NULL,NULL,1,1.000,0,NULL,22
NULL,R,Tip P/Tonne 12M Bin (HL),CH63888,2020-08-01 00:00:00.0000000,20200801,552965,206.700,VRP,2022-08-01 00:00:00.0000000,R2,NULL,NULL,1,1.000,0,NULL,NULL
c100,3,Clear 3.0M Bin,CH75292,2020-01-01 00:00:00.0000000,20200101,657230,166.080,VRP,2023-01-01 00:00:00.0000000,R3,NULL,NULL,1,1.000,0,NULL,32
NULL,R,Tip P/Tonne 4.0M Skip Bin,CH253081,2021-10-15 00:00:00.0000000,20211015,1529144,0.000,VRP,2022-01-15 00:00:00.0000000,T,NULL,NULL,0,1.000,1,2021-10-24 08:41:45.6420000,REQ
NULL,W,Rent 3.0M Recycle Bin,CH38618,2015-06-11 00:00:00.0000000,20150611,708350,4.000,VRP,2018-06-11 00:00:00.0000000,R3,NULL,NULL,0,1.000,0,NULL,NULL
NULL,4,Clear 1100LT Recycle Cart,CH222345,2020-08-05 00:00:00.0000000,20200805,847971,8.750,VRP,2023-08-04 00:00:00.0000000,SN,NULL,NULL,1,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Charge Attendance,CH222440,2019-12-01 00:00:00.0000000,20191201,815676,49.440,VRP,2022-11-30 00:00:00.0000000,D,NULL,NULL,0,1.000,0,NULL,NULL
E97,1,Clear 3.0M Bin,CH101560,2015-12-01 00:00:00.0000000,NULL,457670,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C50,1,Clear Plastic Bale NilChg,CH132183,2020-01-01 00:00:00.0000000,20200101,295270,0.000,VRP,2022-12-31 00:00:00.0000000,D,20,Plastic-LDPE Recycle,1,1.000,0,NULL,11
NULL,1,Transportation P/Hour,CH210225,2019-09-01 00:00:00.0000000,20190901,762070,209.600,VRP,2020-08-31 00:00:00.0000000,X,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
E84,1,Clear 1.5M Bin,CH139997,2017-10-01 00:00:00.0000000,20171001,1523120,42.470,VRP,2018-10-01 00:00:00.0000000,S1,NULL,NULL,0,1.000,0,NULL,11
E281,R,Clear 3.0M Bin,CH15202,2021-02-10 00:00:00.0000000,20210210,623052,248.940,VRP,2024-02-10 00:00:00.0000000,S3,NULL,NULL,1,1.000,0,NULL,REQ
E80,1,Clear 660LT Cart,CH174853,2017-07-31 00:00:00.0000000,20170731,690574,12.400,VRP,2020-06-30 00:00:00.0000000,SO,NULL,NULL,0,4.000,0,NULL,11
NULL,W,Rent 3.0M Bin,CH209713,2010-06-25 00:00:00.0000000,20100625,734334,13.200,VRP,2012-06-24 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,NULL
E80,1,Clear 4.5M Bin,CH249004,2021-07-28 00:00:00.0000000,20210728,1479734,108.100,VRP,2022-01-27 00:00:00.0000000,D,NULL,NULL,1,1.000,0,2021-11-15 01:51:51.6720000,11
c100,1,Clear 3.0M Bin,CH257233,2021-07-01 00:00:00.0000000,20210701,1537336,48.570,VRP,2024-07-01 00:00:00.0000000,D,NULL,NULL,1,2.000,0,NULL,11
NULL,4,Sorting Charge P/Tonne,CH91348,2015-03-26 00:00:00.0000000,20150326,786920,0.000,VRP,2050-05-31 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,41
NULL,R,Clear 1100LT Co-Mingle Ca,CH162938,2017-01-23 00:00:00.0000000,20170123,808888,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
E80,4,Clear 240LT Cart,CH11867,2007-06-08 00:00:00.0000000,20070608,536858,28.200,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Clear 9.0M Skip Bin,CH247668,2021-07-06 00:00:00.0000000,20210706,1447361,541.000,VRP,2021-10-06 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,REQ
NULL,2,PortableToilet ServNilChg,CH215815,2020-09-16 00:00:00.0000000,NULL,820865,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
C80,1,Clear 660LT Cart,CH280370,2020-04-15 00:00:00.0000000,20200415,679431,32.540,VRP,2022-04-15 00:00:00.0000000,R2,NULL,NULL,1,1.000,0,NULL,11
C33,1,Clear 1100LT Co-Mingle Ca,CH254601,2015-11-01 00:00:00.0000000,20151101,359853,32.000,VRP,2021-07-31 00:00:00.0000000,D,30,Comingle Recycle,0,3.000,1,2021-08-31 07:48:37.9030000,NULL
DCXBACBA2F,1,Clear 3.0M Co-Mingle Bin,CH513824,2019-07-01 00:00:00.0000000,20190701,541928,22.060,VRP,2024-06-30 00:00:00.0000000,D,NULL,NULL,1,1.000,0,NULL,11
C50,2,Clear 240LT Recycle Cart,CH198805,2018-05-01 00:00:00.0000000,20180501,411943,11.700,VRP,2021-05-01 00:00:00.0000000,RN,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,D,Rent Daily PortableToilet,CH256606,2021-11-01 00:00:00.0000000,20211101,1545298,5.100,VRP,2022-11-01 00:00:00.0000000,T,NULL,NULL,0,1.000,0,NULL,NULL
NULL,R,Tip P/Tonne 8.0M Skip Bin,CH267445,2020-05-06 00:00:00.0000000,20200506,291764,NULL,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
E25,1,Clear 240LT Rec Nil Chg,CH180470,2017-06-30 00:00:00.0000000,20170630,746356,0.000,VRP,2050-06-30 00:00:00.0000000,D,NULL,NULL,1,2.000,0,NULL,11
NULL,M,Rent Monthly 660LT Co-Min,CH54184,2018-04-26 00:00:00.0000000,20180426,567229,4.830,VRP,2021-04-26 00:00:00.0000000,SN,NULL,NULL,0,3.000,1,2021-08-31 07:48:37.9030000,NULL
C100,1,Clear 3.0M Bin Nil Charge,CH184693,2020-01-01 00:00:00.0000000,20200101,769321,0.000,VRP,2022-12-31 00:00:00.0000000,D,60,General Dry Waste only,1,1.000,0,NULL,11
NULL,W,Rent 3.0M Bin,CH224756,2020-11-05 00:00:00.0000000,20201105,841463,2.000,VRP,2022-11-05 00:00:00.0000000,S2,NULL,NULL,0,1.000,0,NULL,NULL
E66,R,Clear Customer 1.5M Bin,CH143785,2014-06-12 00:00:00.0000000,20140612,595847,40.000,VRP,2050-12-30 00:00:00.0000000,SO,NULL,NULL,1,1.000,0,NULL,REQ
NULL,V,Tip P/LTR Grease Trap,CH166971,2015-09-01 00:00:00.0000000,20150901,706778,0.286,VRP,2018-08-31 00:00:00.0000000,S3,NULL,NULL,0,3000.000,0,NULL,VAR
C80,R,Clear 240LT Cart,CH67689,2021-03-16 00:00:00.0000000,20210316,897198,9.400,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
E80,2,Contract Clear 240LT Cart,CH122075,2012-07-01 00:00:00.0000000,20120701,759919,0.000,VRP,2015-07-01 00:00:00.0000000,SO,NULL,NULL,0,1.000,0,NULL,22
NULL,H06,6 Mth Charge 240LT Cart,CH122074,2012-07-01 00:00:00.0000000,20120701,488764,214.900,VRP,2015-07-01 00:00:00.0000000,SO,NULL,NULL,0,1.000,0,NULL,NULL
NULL,R,Clear 9.0M Skip Bin,CH241754,2021-03-01 00:00:00.0000000,20210301,889765,589.000,VRP,2022-03-01 00:00:00.0000000,T,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
c50,1,Clear 660LT Co-Mingle Car,CH196274,2020-03-01 00:00:00.0000000,20200301,18379,12.310,VRP,2022-02-28 00:00:00.0000000,SN,NULL,NULL,1,1.000,0,NULL,11
c80,8,Clear 3.0M Bin,CH208800,2020-02-11 00:00:00.0000000,20200211,792958,100.000,VRP,2022-02-11 00:00:00.0000000,S2,NULL,NULL,1,1.000,1,2021-08-31 07:48:37.9030000,NULL
NULL,R,Tip P/Tonne 12M Bin (HL),CH64650,2020-08-01 00:00:00.0000000,20200801,615369,206.700,VRP,2022-08-01 00:00:00.0000000,R2,NULL,NULL,1,1.000,0,NULL,NULL
NULL,W,Rent 3.0M Bin,CH23921,2017-03-15 00:00:00.0000000,20170315,55635,4.000,VRP,2020-03-15 00:00:00.0000000,R3,NULL,NULL,0,1.000,0,NULL,NULL
E40,2,Clear 3.0M Recycle Bin,CH137377,2019-10-01 00:00:00.0000000,20191001,1442193,31.610,VRP,2020-09-30 00:00:00.0000000,X,NULL,NULL,0,1.000,0,NULL,22
C300,R,Clear 31M Bin,CH258919,2019-09-02 00:00:00.0000000,20190902,205349,267.200,VRP,NULL,NULL,NULL,NULL,0,NULL,1,2021-08-31 07:48:37.9030000,NULL
NULL,W,Rent 3.0M Bin,CH15203,2021-02-10 00:00:00.0000000,20210210,496496,3.000,VRP,2024-02-10 00:00:00.0000000,S3,NULL,NULL,0,1.000,0,NULL,NULL
